,address,floor_area_sqm,asking_price,verdict,lat,lon,postal,full_address,town,lease_commence_date,remaining_lease,flat_type,mall_1_name,mall_1_dist_m,mall_2_name,mall_2_dist_m,mall_3_name,mall_3_dist_m,school_1_name,school_1_dist_m,school_2_name,school_2_dist_m,school_3_name,school_3_dist_m,hawker_1_name,hawker_1_dist_m,hawker_2_name,hawker_2_dist_m,hawker_3_name,hawker_3_dist_m,polyclinic_1_name,polyclinic_1_dist_m,polyclinic_2_name,polyclinic_2_dist_m,polyclinic_3_name,polyclinic_3_dist_m,supermarket_1_name,supermarket_1_dist_m,supermarket_2_name,supermarket_2_dist_m,supermarket_3_name,supermarket_3_dist_m,train_1_name,train_1_dist_m,train_2_name,train_2_dist_m,train_3_name,train_3_dist_m,bus_1_name,bus_1_dist_m,bus_2_name,bus_2_dist_m,bus_3_name,bus_3_dist_m,num_mrt_within_1km,flag_mrt_within_500m,num_primary_schools_within_1km,num_hawkers_within_500m,num_bus_within_400m,dist_cbd,month_index,pred_price_lower,pred_price_upper,median_similar,median_months_back,median_sample_size,median_old,predicted_price,valuation_pct
26,990C Jurong West Street 93,52,350000,active_listing,1.33559727850344,103.69448630919,643990,990C JURONG WEST STREET 93 SINGAPORE 643990,JURONG WEST,2001,74.0,1 ROOM,Pioneer Mall,741,Jurong Point,1422,Gek Poh Shopping Centre,1506,FRONTIER PRIMARY SCHOOL,587,JURONG WEST PRIMARY SCHOOL,623,JURONG WEST SECONDARY SCHOOL,847,Jurong West Hawker Centre,701,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),2300,Taman Jurong Market and Food Centre,3014,Pioneer Polyclinic,602,Jurong Polyclinic,4323,Bukit Batok Polyclinic,6204,KADER HASNA MARICAN,285,CHD @ SOON LEE PTE. LTD.,639,COLD STORAGE SINGAPORE (1983) PTE LTD,724,Pioneer,385,Boon Lay,1330,Joo Koon,1994,27529,85,27521,141,22471,155,1,1,2,0,13,17990.328551450675,111,212887.05859293535,387653.5032870095,,,,,339176.0,3.19
27,131A Canberra Crescent,38,430000,active_listing,1.44372597469524,103.831029801721,751131,131A CANBERRA CRESCENT EASTLINK I @ CANBERRA SINGAPORE 751131,SEMBAWANG,2019,92.0,1 ROOM,Canberra Plaza,80,Sembawang Shopping Centre,719,Sun Plaza,1374,AHMAD IBRAHIM SECONDARY SCHOOL,865,CHONGFU SCHOOL,1095,SEMBAWANG PRIMARY SCHOOL,1121,Bukit Canberra Hawker Centre,1048,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1393,Chong Pang Hawker Centre & Market,1449,Yishun Polyclinic,1741,Sembawang Polyclinic,1950,Khatib Polyclinic,2351,SHENG SIONG SUPERMARKET PTE LTD,591,COLD STORAGE SINGAPORE (1983) PTE LTD,758,PHAN NEE INVESTMENTS (S) PTE LTD,788,Canberra,164,Sembawang,1357,Yishun,1649,58541,127,58549,158,58531,227,1,1,0,0,7,17912.429671409747,111,297804.14931405225,472570.5940081264,,,,,424093.0,1.39
28,82 Commonwealth Close,46,320000,active_listing,1.30422050058916,103.800400186159,140082,82 COMMONWEALTH CLOSE COMMONWEALTH HEIGHTS SINGAPORE 140082,QUEENSTOWN,1964,37.0,1 ROOM,Holland Road Shopping Centre,875,ONE HOLLAND VILLAGE,1044,Rochester Mall,1335,QUEENSWAY SECONDARY SCHOOL,488,NEW TOWN PRIMARY SCHOOL,493,QUEENSTOWN PRIMARY SCHOOL,1258,Commonwealth Crescent Market,298,Tanglin Halt Market,505,Tanglin Halt Hawker Centre & Market,572,Queenstown Polyclinic,642,Bukit Merah Polyclinic,2915,Clementi Polyclinic,3990,SHENG SIONG SUPERMARKET PTE LTD,359,TASTE (SINGAPORE) PRIVATE LIMITED,849,COLD STORAGE SINGAPORE (1983) PTE LTD,875,Commonwealth,308,Holland Village,997,Buona Vista,1110,11061,183,11439,200,11429,221,2,1,1,1,9,5740.793660094361,111,191740.31021857608,366506.75491265027,,,,,318030.0,0.62
29,180A Rivervale Crescent,47,390000,active_listing,1.39025909742147,103.909624930156,541180,180A RIVERVALE CRESCENT RIVERVALE ARC SINGAPORE 541180,SENGKANG,2012,85.0,1 ROOM,Punggol Plaza,583,Oasis Terraces,1448,Compass One,1630,MEE TOH SCHOOL,524,RIVERVALE PRIMARY SCHOOL,660,GREENDALE PRIMARY SCHOOL,755,Buangkok Hawker Centre,2046,One Punggol Hawker Centre,2115,Anchorvale Village Hawker Centre,2465,Punggol Polyclinic,1421,Sengkang Polyclinic,1770,Hougang Polyclinic,3221,NTUC FAIRPRICE CO-OPERATIVE LTD,574,NTUC FAIRPRICE CO-OPERATIVE LTD,612,PRIME SUPERMARKET LIMITED,702,Rumbia,428,Coral Edge,522,Bakau,531,67661,176,67671,333,67529,333,5,1,4,0,5,13722.604332067982,111,282185.4713572535,456951.9160513276,,,,,408475.0,-4.52
30,440A Bukit Batok West Avenue 8,37,355000,active_listing,1.35522654404615,103.738772439227,651440,440A BUKIT BATOK WEST AVENUE 8 WEST RIDGES @ BUKIT BATOK SINGAPORE 651440,BUKIT BATOK,2017,90.0,1 ROOM,Le Quest,274,Plantation Plaza,575,Parc Point,600,MILLENNIA INSTITUTE,629,PIONEER PRIMARY SCHOOL,671,PRINCESS ELIZABETH PRIMARY SCHOOL,705,Bukit Batok West Hawker Centre,368,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1310,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),1344,Bukit Batok Polyclinic,1068,Jurong Polyclinic,1085,Choa Chu Kang Polyclinic,3297,SHENG SIONG SUPERMARKET PTE LTD,81,SHENG SIONG SUPERMARKET PTE LTD,625,PRIME SUPERMARKET LIMITED,859,Bukit Batok,1383,Bukit Gombak,1495,Chinese Garden,1588,40341,70,40349,81,43759,224,0,0,3,1,12,14499.587602966714,111,277850.4239262536,452616.8686203278,,,,,404140.0,-12.16
31,314 Ang Mo Kio Avenue 3,44,328000,active_listing,1.36622707120636,103.850085858983,560314,314 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560314,ANG MO KIO,1978,51.0,1 ROOM,AMK Hub,394,Junction 8,1757,Thomson Plaza,2488,TECK GHEE PRIMARY SCHOOL,121,DEYI SECONDARY SCHOOL,275,JING SHAN PRIMARY SCHOOL,665,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),312,Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square),702,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),733,Ang Mo Kio Polyclinic,1025,Toa Payoh Polyclinic,3664,Hougang Polyclinic,4345,COLD STORAGE SINGAPORE (1983) PTE LTD,322,G8 MART PTE. LTD.,334,NTUC FAIRPRICE CO-OPERATIVE LTD,385,Ang Mo Kio,416,Mayflower,1612,Bishan,1661,54331,123,54339,185,54329,333,1,1,3,1,7,9202.653350545947,111,222750.95706467124,397517.40175874543,,,,,349040.0,-6.03
32,209C Punggol Place,46,380000,active_listing,1.39930949012592,103.900792344556,823209,209C PUNGGOL PLACE PUNGGOL CREST SINGAPORE 823209,PUNGGOL,2013,86.0,1 ROOM,Waterway Point,814,Compass One,1027,Anchorvale Village,1402,EDGEFIELD SECONDARY SCHOOL,254,PUNGGOL GREEN PRIMARY SCHOOL,349,COMPASSVALE SECONDARY SCHOOL,368,One Punggol Hawker Centre,1157,Anchorvale Village Hawker Centre,1402,Punggol Coast Hawker Centre,1898,Sengkang Polyclinic,1055,Punggol Polyclinic,1401,Hougang Polyclinic,3522,LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.,337,PRIME SUPERMARKET LIMITED,725,U STARS SUPERMARKET PTE. LTD.,742,Compassvale,537,Cove,575,Soo Teck,774,65341,306,65349,325,65209,356,6,0,7,0,5,14165.504558579185,111,279176.10822535056,453942.55291942466,,,,,405465.0,-6.28
33,166A Teck Whye Crescent,47,420000,active_listing,1.38329360087486,103.753025884378,681166,166A TECK WHYE CRESCENT TECK WHYE CREST SINGAPORE 681166,CHOA CHU KANG,2015,88.0,1 ROOM,Teck Whye Shopping Centre,366,Junction 10,859,Lot One,888,TECK WHYE PRIMARY SCHOOL,120,JURONG PIONEER JUNIOR COLLEGE,192,CHUA CHU KANG SECONDARY SCHOOL,231,Senja Hawker Centre,995,Yew Tee Hawker Centre,1735,Bukit Panjang Hawker Centre,2255,Choa Chu Kang Polyclinic,272,Bukit Panjang Polyclinic,1314,Bukit Batok Polyclinic,3526,PRIME SUPERMARKET (1996) PTE LTD,303,NTUC FAIRPRICE CO-OPERATIVE LTD,363,SHENG SIONG SUPERMARKET PTE LTD,568,Keat Hong,683,Teck Whye,739,Phoenix,759,44289,234,44299,250,44291,268,6,0,3,0,4,15293.686967357919,111,248316.53845263194,423082.9831467061,,,,,374606.0,12.12
34,457B Sengkang West Road,48,400000,active_listing,1.39242177196708,103.870777707872,792457,457B SENGKANG WEST ROAD FERNVALE WOODS SINGAPORE 792457,SENGKANG,2020,93.0,1 ROOM,The Seletar Mall,604,Seletar Mall,604,Anchorvale Village,2022,SENGKANG GREEN PRIMARY SCHOOL,468,FERNVALE PRIMARY SCHOOL,471,PEI HWA SECONDARY SCHOOL,884,Fernvale Hawker Centre & Market,700,Anchorvale Village Hawker Centre,2022,Ci Yuan Hawker Centre,2333,Sengkang Polyclinic,2571,Hougang Polyclinic,3220,Ang Mo Kio Polyclinic,3440,NTUC FAIRPRICE CO-OPERATIVE LTD,193,LABIBA ENTERPRISE PTE. LTD.,516,COLD STORAGE SINGAPORE (1983) PTE LTD,588,Fernvale,618,Thanggam,767,Layar,1029,68011,134,68019,158,67091,207,2,0,2,0,12,12380.266801914278,111,284921.5093680734,459687.9540621476,,,,,411211.0,-2.73
35,987B Buangkok Green,47,390000,active_listing,1.37939224749513,103.878283914186,532987,987B BUANGKOK GREEN BUANGKOK VALE SINGAPORE 532987,HOUGANG,2013,86.0,1 ROOM,Hougang 1,430,The Seletar Mall,1364,Seletar Mall,1364,HOUGANG PRIMARY SCHOOL,358,ROSYTH SCHOOL,825,YIO CHU KANG PRIMARY SCHOOL,834,Ci Yuan Hawker Centre,687,Fernvale Hawker Centre & Market,1378,Buangkok Hawker Centre,1654,Hougang Polyclinic,1591,Sengkang Polyclinic,2288,Ang Mo Kio Polyclinic,3668,COLD STORAGE SINGAPORE (1983) PTE LTD,198,NTUC FAIRPRICE CO-OPERATIVE LTD,434,SHENG SIONG SUPERMARKET PTE LTD,814,Tongkang,1390,Fernvale,1406,Layar,1424,66481,24,66489,89,64129,166,0,0,4,0,13,11191.642978635244,111,297125.838309746,471892.28300382016,,,,,423415.0,-7.89
36,226B Ang Mo Kio Avenue 1,66,438000,active_listing,1.36732624025946,103.83955157933,562226,226B ANG MO KIO AVENUE 1 KEBUN BARU MALL SINGAPORE 562226,ANG MO KIO,1976,49.0,1 ROOM,AMK Hub,1018,Thomson Plaza,1703,Junction 8,2135,ANG MO KIO PRIMARY SCHOOL,222,ANG MO KIO SECONDARY SCHOOL,289,MAYFLOWER SECONDARY SCHOOL,478,Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre),54,Ang Mo Kio Ave 1 Blk 226D (Kebun Baru Market and Food Centre),73,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),802,Ang Mo Kio Polyclinic,1034,Toa Payoh Polyclinic,4242,Hougang Polyclinic,5504,NTUC FAIRPRICE CO-OPERATIVE LTD,246,SHENG SIONG SUPERMARKET PTE LTD,313,SHENG SIONG SUPERMARKET PTE LTD,534,Mayflower,567,Bright Hill,866,Ang Mo Kio,1149,54621,252,54229,256,54629,261,2,0,1,2,9,9364.963059292366,111,254470.4374259933,429236.8821200675,,,,,380760.0,15.03
37,172 Ang Mo Kio Avenue 4,45,388000,active_listing,1.37469423247424,103.836462867365,560172,172 ANG MO KIO AVENUE 4 KEBUN BARU LINK 1 SINGAPORE 560172,ANG MO KIO,1986,59.0,1 ROOM,AMK Hub,1460,Thomson Plaza,2310,Junction 8,3020,CHIJ ST. NICHOLAS GIRLS' SCHOOL,280,ANG MO KIO PRIMARY SCHOOL,693,MAYFLOWER SECONDARY SCHOOL,724,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),302,Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market),839,Sembawang Hills Food Centre (Jalan Leban Food Centre),869,Ang Mo Kio Polyclinic,1025,Toa Payoh Polyclinic,5123,Khatib Polyclinic,5434,COLD STORAGE SINGAPORE (1983) PTE LTD,340,HAO MART PTE. LTD.,780,SHENG SIONG SUPERMARKET PTE LTD,795,Mayflower,359,Lentor,1205,Yio Chu Kang,1227,54191,114,54199,139,55111,287,1,1,2,1,8,10216.988512719643,111,228751.5536153412,403517.99830941536,,,,,355041.0,9.28
38,456B Sengkang West Road,38,390000,active_listing,1.39211572540583,103.869908748735,792456,456B SENGKANG WEST ROAD FERNVALE WOODS SINGAPORE 792456,SENGKANG,2019,92.0,1 ROOM,The Seletar Mall,695,Seletar Mall,695,Hougang 1,2111,FERNVALE PRIMARY SCHOOL,543,SENGKANG GREEN PRIMARY SCHOOL,566,PEI HWA SECONDARY SCHOOL,970,Fernvale Hawker Centre & Market,794,Anchorvale Village Hawker Centre,2124,Ci Yuan Hawker Centre,2363,Sengkang Polyclinic,2669,Hougang Polyclinic,3256,Ang Mo Kio Polyclinic,3342,NTUC FAIRPRICE CO-OPERATIVE LTD,287,COLD STORAGE SINGAPORE (1983) PTE LTD,532,LABIBA ENTERPRISE PTE. LTD.,594,Fernvale,712,Thanggam,860,Layar,1125,68011,95,67091,134,68019,142,2,0,2,0,11,12327.26802751938,111,262554.3722510889,437320.81694516307,,,,,388844.0,0.3
39,467C Bukit Batok West Avenue 9,47,399000,active_listing,1.35592238075355,103.742551675133,653467,467C BUKIT BATOK WEST AVENUE 9 WEST PLAINS @ BUKIT BATOK SINGAPORE 653467,BUKIT BATOK,2021,94.0,1 ROOM,Le Quest,158,Parc Point,671,Plantation Plaza,950,MILLENNIA INSTITUTE,632,DAZHONG PRIMARY SCHOOL,751,PRINCESS ELIZABETH PRIMARY SCHOOL,776,Bukit Batok West Hawker Centre,75,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1483,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),1679,Bukit Batok Polyclinic,729,Jurong Polyclinic,1485,Choa Chu Kang Polyclinic,3077,SHENG SIONG SUPERMARKET PTE LTD,356,SHENG SIONG SUPERMARKET PTE LTD,362,PRIME SUPERMARKET LIMITED,817,Bukit Gombak,1070,Bukit Batok,1093,Chinese Garden,1871,40359,194,40379,203,40351,206,0,0,2,1,11,14194.37335085056,111,311251.15053531533,486017.5952293895,,,,,437540.0,-8.81
40,366A Sembawang Crescent,47,368000,active_listing,1.4438005069825,103.816211984803,751366,366A SEMBAWANG CRESCENT SUN BREEZE SINGAPORE 751366,SEMBAWANG,2018,91.0,1 ROOM,Sun Plaza,610,Sembawang Shopping Centre,984,Canberra Plaza,1571,SEMBAWANG SECONDARY SCHOOL,182,SEMBAWANG PRIMARY SCHOOL,590,CANBERRA PRIMARY SCHOOL,829,Bukit Canberra Hawker Centre,881,Kampung Admiralty Hawker Centre,1780,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),1940,Sembawang Polyclinic,2174,Yishun Polyclinic,2959,Khatib Polyclinic,3256,NTUC FAIRPRICE CO-OPERATIVE LTD,611,NTUC FAIRPRICE CO-OPERATIVE LTD,696,COLD STORAGE SINGAPORE (1983) PTE LTD,729,Sembawang,723,Canberra,1502,Admiralty,1729,58289,121,58281,135,58571,230,1,0,2,0,8,18165.0400444921,111,277621.4058316194,452387.85052569356,,,,,403911.0,-8.89
41,292A Bukit Batok East Avenue 6,47,380000,active_listing,1.34472844593551,103.754607613565,651292,292A BUKIT BATOK EAST AVENUE 6 SKYPEAK @ BUKIT BATOK SINGAPORE 651292,BUKIT BATOK,2017,90.0,1 ROOM,West Mall,838,IMM,1391,Westgate,1765,BUKIT VIEW PRIMARY SCHOOL,164,KEMING PRIMARY SCHOOL,223,BUKIT VIEW SECONDARY SCHOOL,287,Bukit Batok West Hawker Centre,1833,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1880,Bukit Timah Interim Hawker Centre and Market,2332,Bukit Batok Polyclinic,1107,Jurong Polyclinic,2713,Clementi Polyclinic,3784,COLD STORAGE SINGAPORE (1983) PTE LTD,369,NTUC FAIRPRICE CO-OPERATIVE LTD,427,NTUC FAIRPRICE CO-OPERATIVE LTD,735,Bukit Batok,737,Bukit Gombak,1575,Jurong East,1882,43501,113,43509,141,43141,156,1,0,2,0,13,12387.412370694943,111,321256.66684472846,496023.1115388026,,,,,447546.0,-15.09
42,363A Sembawang Crescent,47,415000,active_listing,1.44576016585328,103.814267716736,751363,363A SEMBAWANG CRESCENT SUN NATURA SINGAPORE 751363,SEMBAWANG,2017,90.0,1 ROOM,Sun Plaza,642,Sembawang Shopping Centre,1255,Canberra Plaza,1805,SEMBAWANG SECONDARY SCHOOL,291,CANBERRA PRIMARY SCHOOL,636,SEMBAWANG PRIMARY SCHOOL,765,Bukit Canberra Hawker Centre,985,Kampung Admiralty Hawker Centre,1648,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),2247,Sembawang Polyclinic,2472,Yishun Polyclinic,3257,Khatib Polyclinic,3563,COLD STORAGE SINGAPORE (1983) PTE LTD,473,NTUC FAIRPRICE CO-OPERATIVE LTD,639,NTUC FAIRPRICE CO-OPERATIVE LTD,645,Sembawang,739,Admiralty,1584,Canberra,1741,58271,102,58279,105,58289,221,1,0,3,0,7,18421.292805324905,111,276652.9180380905,451419.3627321647,,,,,402942.0,2.99
43,455B Sengkang West Avenue,48,385000,active_listing,1.39201619223955,103.870247728472,792455,455B SENGKANG WEST AVENUE FERNVALE WOODS SINGAPORE 792455,SENGKANG,2020,93.0,1 ROOM,The Seletar Mall,656,Seletar Mall,656,Hougang 1,2083,FERNVALE PRIMARY SCHOOL,504,SENGKANG GREEN PRIMARY SCHOOL,530,PEI HWA SECONDARY SCHOOL,931,Fernvale Hawker Centre & Market,756,Anchorvale Village Hawker Centre,2091,Ci Yuan Hawker Centre,2331,Sengkang Polyclinic,2631,Hougang Polyclinic,3223,Ang Mo Kio Polyclinic,3366,NTUC FAIRPRICE CO-OPERATIVE LTD,250,COLD STORAGE SINGAPORE (1983) PTE LTD,528,LABIBA ENTERPRISE PTE. LTD.,584,Fernvale,674,Thanggam,840,Layar,1087,68011,76,68019,116,67091,171,2,0,2,0,12,12324.033643304832,111,288325.1054317791,463091.5501258533,,,,,414614.0,-7.14
44,45 Telok Blangah Drive,45,368000,active_listing,1.27175707090153,103.809560438327,100045,45 TELOK BLANGAH DRIVE BLANGAH COURT SINGAPORE 100045,BUKIT MERAH,1976,49.0,1 ROOM,Alexandra Retail Centre,945,HarbourFront Centre,1470,VivoCity,1642,BLANGAH RISE PRIMARY SCHOOL,496,CHIJ ST. THERESA'S CONVENT,1487,BUKIT MERAH SECONDARY SCHOOL,1608,Telok Blangah Hawker Centre & Market,208,Telok Blangah Drive Blk 79 (Telok Blangah Food Centre),280,Telok Blangah Drive Blk 82 (Telok Blangah Market),301,Bukit Merah Polyclinic,1578,Queenstown Polyclinic,3121,Outram Polyclinic,3317,NTUC FAIRPRICE CO-OPERATIVE LTD,194,NTUC FAIRPRICE CO-OPERATIVE LTD,962,NTUC FAIRPRICE CO-OPERATIVE LTD,1043,Telok Blangah,119,Labrador Park,772,HarbourFront,1507,14169,66,14351,113,14161,134,2,1,1,3,10,4436.384065073563,111,216475.48381138995,391241.9285054641,259000.0,29.0,20.0,True,342765.0,7.36
45,418B Fernvale Link,47,378000,active_listing,1.39101485658152,103.880193298835,792418,418B FERNVALE LINK FERNVALE RIVERWALK SINGAPORE 792418,SENGKANG,2017,90.0,1 ROOM,The Seletar Mall,455,Seletar Mall,455,Anchorvale Village,1119,PEI HWA SECONDARY SCHOOL,205,SENGKANG GREEN PRIMARY SCHOOL,603,FERNVALE PRIMARY SCHOOL,644,Fernvale Hawker Centre & Market,359,Anchorvale Village Hawker Centre,1119,Buangkok Hawker Centre,1654,Sengkang Polyclinic,1537,Hougang Polyclinic,2543,Punggol Polyclinic,3864,SHENG SIONG SUPERMARKET PTE LTD,73,NTUC FAIRPRICE CO-OPERATIVE LTD,461,SHENG SIONG SUPERMARKET PTE LTD,773,Layar,120,Fernvale,443,Tongkang,655,67479,109,67471,134,67481,277,5,1,4,1,4,12488.870207862476,111,324461.69902189216,499228.1437159663,,,,,450751.0,-16.14
46,424A Yishun Avenue 11,47,375000,active_listing,1.42322643296322,103.848049317931,761424,424A YISHUN AVENUE 11 ORCHID SPRING @ YISHUN SINGAPORE 761424,YISHUN,2014,87.0,1 ROOM,GV Yishun,1486,Northpoint City,1542,Canberra Plaza,2992,NORTHBROOKS SECONDARY SCHOOL,420,NORTH VIEW PRIMARY SCHOOL,471,HUAMIN PRIMARY SCHOOL,594,Yishun Park Hawker Centre,416,Chong Pang Hawker Centre & Market,2279,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),2354,Khatib Polyclinic,1187,Yishun Polyclinic,1264,Sembawang Polyclinic,2479,COLD STORAGE SINGAPORE (1983) PTE LTD,206,NTUC FAIRPRICE CO-OPERATIVE LTD,217,SHENG SIONG SUPERMARKET PTE LTD,605,Yishun,1606,Khatib,1797,Canberra,3005,59469,76,59461,127,59471,251,0,0,3,1,8,15536.91898970081,111,256669.39659379507,431435.84128786926,,,,,382959.0,-2.08
47,170 Ang Mo Kio Avenue 4,45,370000,active_listing,1.37400071781295,103.83643153142,560170,170 ANG MO KIO AVENUE 4 KEBUN BARU LINK 1 SINGAPORE 560170,ANG MO KIO,1986,59.0,1 ROOM,AMK Hub,1434,Thomson Plaza,2235,Junction 8,2953,CHIJ ST. NICHOLAS GIRLS' SCHOOL,249,ANG MO KIO PRIMARY SCHOOL,630,MAYFLOWER SECONDARY SCHOOL,648,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),311,Sembawang Hills Food Centre (Jalan Leban Food Centre),845,Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre),855,Ang Mo Kio Polyclinic,1028,Toa Payoh Polyclinic,5058,Khatib Polyclinic,5511,COLD STORAGE SINGAPORE (1983) PTE LTD,341,SHENG SIONG SUPERMARKET PTE LTD,718,HAO MART PTE. LTD.,763,Mayflower,283,Bright Hill,1255,Yio Chu Kang,1281,54191,106,54199,135,56251,340,1,1,2,1,10,10140.885867824209,111,226075.48867297775,400841.93336705194,,,,,352365.0,5.0
48,45 Telok Blangah Drive,45,320000,active_listing,1.27175707090153,103.809560438327,100045,45 TELOK BLANGAH DRIVE BLANGAH COURT SINGAPORE 100045,BUKIT MERAH,1976,49.0,1 ROOM,Alexandra Retail Centre,945,HarbourFront Centre,1470,VivoCity,1642,BLANGAH RISE PRIMARY SCHOOL,496,CHIJ ST. THERESA'S CONVENT,1487,BUKIT MERAH SECONDARY SCHOOL,1608,Telok Blangah Hawker Centre & Market,208,Telok Blangah Drive Blk 79 (Telok Blangah Food Centre),280,Telok Blangah Drive Blk 82 (Telok Blangah Market),301,Bukit Merah Polyclinic,1578,Queenstown Polyclinic,3121,Outram Polyclinic,3317,NTUC FAIRPRICE CO-OPERATIVE LTD,194,NTUC FAIRPRICE CO-OPERATIVE LTD,962,NTUC FAIRPRICE CO-OPERATIVE LTD,1043,Telok Blangah,119,Labrador Park,772,HarbourFront,1507,14169,66,14351,113,14161,134,2,1,1,3,10,4436.384065073563,111,216475.48381138995,391241.9285054641,259000.0,29.0,20.0,True,342765.0,-6.64
49,780F Woodlands Crescent,47,388000,active_listing,1.44777726469884,103.801148446244,736780,780F WOODLANDS CRESCENT WOODLANDS DEW SINGAPORE 736780,WOODLANDS,2014,87.0,1 ROOM,Sun Plaza,2041,Causeway Point,2130,Sembawang Shopping Centre,2716,RIVERSIDE PRIMARY SCHOOL,119,ADMIRALTY SECONDARY SCHOOL,252,ADMIRALTY PRIMARY SCHOOL,585,Kampung Admiralty Hawker Centre,894,Bukit Canberra Hawker Centre,2403,Marsiling Lane Blk 20/21,2727,Woodlands Polyclinic,3440,Sembawang Polyclinic,3612,Yishun Polyclinic,4651,FORTUNE SUPERMARKET PTE. LTD.,64,COLD STORAGE SINGAPORE (1983) PTE LTD,411,SHENG SIONG SUPERMARKET PTE LTD,494,Admiralty,800,Woodlands North,1719,Woodlands,1963,46489,194,46481,212,46799,266,1,0,4,0,10,18985.645445817492,111,272127.92399737705,446894.36869145115,,,,,398417.0,-2.61
50,438C Bukit Batok West Avenue 8,38,360000,active_listing,1.35775731757846,103.739408616622,653438,438C BUKIT BATOK WEST AVENUE 8 WEST EDGE @ BUKIT BATOK SINGAPORE 653438,BUKIT BATOK,2019,92.0,1 ROOM,Le Quest,278,Parc Point,327,Plantation Plaza,582,PIONEER PRIMARY SCHOOL,824,MILLENNIA INSTITUTE,862,DUNEARN SECONDARY SCHOOL,876,Bukit Batok West Hawker Centre,393,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1597,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),1618,Bukit Batok Polyclinic,1132,Jurong Polyclinic,1316,Choa Chu Kang Polyclinic,3012,SHENG SIONG SUPERMARKET PTE LTD,227,SHENG SIONG SUPERMARKET PTE LTD,728,PRIME SUPERMARKET LIMITED,1085,Bukit Gombak,1380,Bukit Batok,1489,Chinese Garden,1873,40311,72,43789,144,43781,154,0,0,2,1,11,14597.883311124271,111,270077.3154675903,444843.76016166445,,,,,396367.0,-9.18
51,355A Anchorvale Lane,47,550000,active_listing,1.39296872192969,103.885107193078,541355,355A ANCHORVALE LANE ANCHORVALE PLAINS SINGAPORE 541355,SENGKANG,2021,94.0,1 ROOM,Anchorvale Village,564,The Seletar Mall,1012,Seletar Mall,1012,ANCHOR GREEN PRIMARY SCHOOL,369,SPRINGDALE PRIMARY SCHOOL,544,NAN CHIAU PRIMARY SCHOOL,680,Anchorvale Village Hawker Centre,564,Fernvale Hawker Centre & Market,908,Buangkok Hawker Centre,1396,Sengkang Polyclinic,978,Hougang Polyclinic,2601,Punggol Polyclinic,3276,SHENG SIONG SUPERMARKET PTE LTD,602,U STARS SUPERMARKET PTE. LTD.,631,SHENG SIONG SUPERMARKET PTE LTD,657,Tongkang,411,Layar,573,Farmway,660,67549,223,67379,226,67371,228,6,1,4,0,8,12863.064260395868,111,309340.6333086912,484107.07800276537,,,,,435630.0,26.25
52,438B Bukit Batok West Avenue 8,47,439000,active_listing,1.35788978585234,103.740481164284,652438,438B BUKIT BATOK WEST AVENUE 8 WEST EDGE @ BUKIT BATOK SINGAPORE 652438,BUKIT BATOK,2019,92.0,1 ROOM,Le Quest,228,Parc Point,359,Plantation Plaza,702,DUNEARN SECONDARY SCHOOL,789,MILLENNIA INSTITUTE,851,DAZHONG PRIMARY SCHOOL,900,Bukit Batok West Hawker Centre,325,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),1630,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),1696,Bukit Batok Polyclinic,1045,Jurong Polyclinic,1415,Choa Chu Kang Polyclinic,2950,SHENG SIONG SUPERMARKET PTE LTD,274,SHENG SIONG SUPERMARKET PTE LTD,663,COLD STORAGE SINGAPORE (1983) PTE LTD,1013,Bukit Gombak,1260,Bukit Batok,1411,Chinese Garden,1937,40361,85,40369,111,43789,176,0,0,3,1,10,14508.108952241164,111,299369.1350524949,474135.57974656904,,,,,425658.0,3.13
